Kod,Razem,0 – 4,5 - 9,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 - 89,90 - 94,95 lat i więcej
V23.5          ,11,-,-,-,-,2,2,-,2,1,1,1,2,-,-,-,-,-,-,-,-
V23.9          ,84,-,-,1,1,4,16,15,13,12,6,2,2,3,3,4,2,-,-,-,-
V24.0          ,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
V24.9          ,2,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-
V25.4          ,2,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V25.9          ,5,-,-,-,-,2,1,-,-,-,-,-,2,-,-,-,-,-,-,-,-
V26.4          ,2,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-
V26.9          ,3,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,-,-,-
V27.0          ,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V27.4          ,15,-,-,-,-,1,2,3,3,2,3,-,1,-,-,-,-,-,-,-,-
V27.5          ,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
V27.9          ,30,-,-,-,2,5,8,5,3,2,2,-,1,-,1,1,-,-,-,-,-
V28.0          ,4,-,-,-,-,1,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-
V28.4          ,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V28.9          ,4,-,-,-,-,1,1,-,-,1,-,-,-,1,-,-,-,-,-,-,-
V29.0          ,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V29.3          ,2,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
V29.4          ,13,-,-,-,2,3,-,2,1,1,1,-,1,1,-,-,1,-,-,-,-
V29.5          ,4,-,-,-,-,1,-,-,-,-,-,1,-,-,1,1,-,-,-,-,-
V29.6          ,2,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
V29.8          ,3,-,-,-,-,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-
V29.9          ,40,-,-,-,1,6,5,7,3,7,5,-,1,2,-,1,1,-,1,-,-
V32.4          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
V34.5          ,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
V38.0          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
V40.6          ,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V40.9          ,2,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-
V42.5          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
V43.0          ,5,-,-,-,-,1,-,-,-,1,1,-,-,1,-,1,-,-,-,-,-
V43.1          ,17,1,-,-,1,1,1,-,-,1,1,1,-,2,1,2,-,4,-,1,-
V43.5          ,326,-,-,-,7,45,30,40,27,21,25,18,25,27,21,10,17,8,4,1,-
V43.6          ,151,6,5,4,21,11,13,14,12,5,3,6,5,14,4,11,4,9,2,2,-
V43.7          ,2,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-
V43.9          ,276,3,1,1,18,37,33,22,23,18,15,18,14,25,19,7,9,7,6,-,-
V44.0          ,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
V44.5          ,5,-,-,-,-,-,2,1,-,1,1,-,-,-,-,-,-,-,-,-,-
V44.6          ,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V44.9          ,23,-,-,-,2,-,-,1,-,2,5,1,3,4,4,-,1,-,-,-,-
V45.0          ,2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-
V45.1          ,3,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-
V45.5          ,13,-,-,-,3,3,2,-,-,2,-,-,1,1,1,-,-,-,-,-,-
V45.9          ,9,-,-,-,1,-,2,2,1,-,1,-,1,-,1,-,-,-,-,-,-
V46.6          ,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V46.9          ,3,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
V47.0          ,10,-,-,-,-,1,1,2,2,1,2,1,-,-,-,-,-,-,-,-,-
V47.1          ,4,-,-,-,-,-,-,-,1,-,-,1,-,1,-,-,-,-,1,-,-
V47.2          ,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V47.3          ,2,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V47.5          ,93,-,-,-,9,22,14,5,12,9,1,2,4,5,5,1,3,-,1,-,-
V47.6          ,31,-,-,-,12,4,2,2,2,2,1,2,1,2,-,-,-,1,-,-,-
V47.7          ,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V47.9          ,124,-,-,1,19,21,16,15,16,7,3,7,6,5,2,1,1,2,-,1,1
V48.0          ,2,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V48.2          ,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
V48.5          ,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
V48.9          ,20,-,-,-,1,4,3,4,2,-,1,1,-,-,2,2,-,-,-,-,-
V49.0          ,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
V49.1          ,2,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-
V49.3          ,7,-,1,-,-,-,1,-,-,-,1,-,-,2,2,-,-,-,-,-,-
V49.4          ,25,-,-,-,-,3,3,2,2,1,-,2,4,3,2,-,2,1,-,-,-
V49.5          ,11,-,1,-,1,1,2,-,-,2,-,-,-,1,2,-,-,1,-,-,-
V49.6          ,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V49.8          ,4,-,-,-,-,-,-,-,1,-,-,-,2,1,-,-,-,-,-,-,-
V49.9          ,142,3,1,-,9,16,7,16,10,12,9,8,9,14,10,5,2,6,4,1,-
V50.4          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
V50.9          ,2,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-
V53.0          ,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
V53.5          ,2,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-
V53.6          ,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
V53.9          ,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
V54.9          ,4,-,-,-,-,1,1,-,-,-,2,-,-,-,-,-,-,-,-,-,-
V56.5          ,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
V57.2          ,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
V57.5          ,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
V57.9          ,5,-,-,-,-,-,-,1,1,-,1,1,-,1,-,-,-,-,-,-,-
V58.7          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
V59.9          ,2,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
V67.5          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
V68.0          ,5,-,-,-,1,-,-,-,-,-,-,1,1,-,1,-,-,1,-,-,-
V68.7          ,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
V69.2          ,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V69.9          ,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V75.9          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
V78.6          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
V79.9          ,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
V80.0          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
V80.9          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
V81.9          ,12,-,-,-,-,2,2,-,2,1,-,1,-,2,1,1,-,-,-,-,-
V83.7          ,3,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-
V84.0          ,4,-,-,-,-,-,-,-,-,1,1,-,1,-,-,1,-,-,-,-,-
V84.3          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
V84.5          ,3,-,-,-,-,-,-,-,-,1,-,-,-,1,1,-,-,-,-,-,-
V84.7          ,7,1,-,-,-,-,-,-,1,2,-,-,2,1,-,-,-,-,-,-,-
V84.9          ,15,-,-,-,1,-,-,-,1,2,2,2,2,1,3,-,1,-,-,-,-
V85.0          ,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
V85.5          ,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
V86.0          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
V86.5          ,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V87.1          ,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V88.7          ,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V88.9          ,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V89.2          ,23,-,-,-,-,1,3,5,3,2,1,-,-,-,2,1,1,4,-,-,-
V89.3          ,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
V89.9          ,4,-,-,-,-,-,-,-,1,-,-,-,2,-,1,-,-,-,-,-,-
V90.8          ,2,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-
V91.4          ,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
V95.1          ,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
V95.9          ,3,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-
V96.8          ,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V97.0          ,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
V97.3          ,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
V98            ,24,-,-,-,1,2,2,2,3,2,-,-,6,2,1,-,-,2,1,-,-
V99            ,620,7,3,7,22,40,43,51,41,36,45,49,47,51,46,41,25,29,17,17,3
W00.0          ,3,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-
W00.1          ,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-
W00.8          ,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
W00.9          ,2,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-
W01.0          ,1418,-,1,-,-,-,5,5,13,5,15,25,43,52,75,81,86,242,356,301,113
W01.1          ,60,-,-,-,-,-,-,-,-,2,1,1,2,3,-,3,1,9,20,11,7
W01.2          ,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-
W01.4          ,30,-,-,-,-,-,-,-,1,1,2,2,4,6,2,3,3,2,3,-,1
W01.5          ,5,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,3,-,-
W01.6          ,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
W01.7          ,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-
W01.8          ,52,-,-,-,-,-,-,-,2,1,3,2,2,1,6,5,4,9,12,5,-
W01.9          ,317,-,-,-,-,-,-,1,1,2,1,5,5,11,15,23,16,45,85,75,32
W02.8          ,2,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
W02.9          ,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W03.0          ,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
W03.1          ,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
W03.4          ,2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-
W03.9          ,6,-,-,-,1,-,-,-,-,1,-,-,2,1,-,-,-,-,1,-,-
W05.0          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
W06.0          ,9,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,2,2,2
W06.8          ,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
W06.9          ,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-
W07.0          ,4,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,2,-,-,-,-
W08.0          ,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-
W08.4          ,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
W09.0          ,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
W09.5          ,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
W09.8          ,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
W09.9          ,5,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,1,-
W10.0          ,185,1,-,-,1,-,-,1,6,3,11,16,17,23,25,15,13,17,22,14,-
W10.1          ,15,-,-,-,-,-,-,-,-,1,1,2,1,-,2,1,3,2,2,-,-
W10.5          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
W10.7          ,2,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-
W10.8          ,47,-,-,-,-,-,1,1,2,1,2,3,6,8,5,7,3,-,7,1,-
W10.9          ,94,-,-,-,-,-,-,3,2,5,7,8,18,8,11,7,4,8,10,3,-
W11.0          ,9,-,-,-,-,-,-,-,-,-,1,2,1,1,1,2,1,-,-,-,-
W11.1          ,2,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-
W11.2          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
W11.6          ,2,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-
W11.7          ,4,-,-,-,-,-,-,-,1,-,-,-,-,1,1,-,-,1,-,-,-
W11.8          ,9,-,-,-,-,-,1,-,-,1,-,-,2,2,3,-,-,-,-,-,-
W11.9          ,9,-,-,-,-,-,-,-,1,2,-,-,2,-,3,-,1,-,-,-,-
W12.0          ,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
W12.6          ,10,-,-,-,-,-,1,1,-,1,3,1,1,2,-,-,-,-,-,-,-
W12.8          ,3,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,-,-
W12.9          ,9,-,-,-,-,-,1,1,-,3,2,1,-,1,-,-,-,-,-,-,-
W13.0          ,27,1,1,-,-,-,-,2,1,1,-,3,1,2,4,1,3,3,3,-,1
W13.1          ,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
W13.6          ,12,-,-,-,-,-,-,1,-,2,3,1,3,-,2,-,-,-,-,-,-
W13.8          ,37,-,-,-,1,1,2,2,3,5,6,-,3,8,3,-,2,-,-,1,-
W13.9          ,114,2,-,2,1,3,8,7,4,15,12,9,10,9,17,3,2,4,3,3,-
W14.0          ,3,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,1,-,-
W14.8          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
W14.9          ,3,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,-,-,-
W15.8          ,3,-,-,-,-,-,1,1,-,-,-,-,-,-,-,1,-,-,-,-,-
W15.9          ,3,-,-,1,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-
W16.8          ,3,-,-,-,-,-,1,-,-,2,-,-,-,-,-,-,-,-,-,-,-
W16.9          ,4,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,1,1,-
W17.0          ,9,-,-,-,-,-,-,-,1,2,-,-,2,1,1,1,-,-,-,1,-
W17.4          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
W17.8          ,55,1,-,-,-,1,4,6,5,4,4,4,2,9,5,4,1,4,-,1,-
W17.9          ,52,-,-,-,2,-,2,1,1,2,7,4,11,7,3,2,3,3,2,1,1
W18.0          ,40,-,-,-,-,-,-,-,-,1,-,3,-,1,2,4,4,3,12,9,1
W18.2          ,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
W18.4          ,5,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,-,1,-,1,-
W18.8          ,22,-,-,-,-,-,1,1,1,-,-,1,1,3,2,-,1,3,2,5,1
W18.9          ,29,-,-,-,-,-,-,2,5,-,1,-,2,1,2,1,1,4,5,3,2
W19.0          ,71,-,-,-,-,-,-,-,1,3,1,3,6,3,4,6,3,10,13,13,5
W19.1          ,4,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,2,-
W19.4          ,2,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-
W19.6          ,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
W19.8          ,108,-,-,-,-,-,1,4,5,8,5,5,12,9,9,12,6,10,19,3,-
W19.9          ,1719,1,-,-,6,2,10,20,41,40,55,58,93,119,133,123,150,254,320,218,76
W20.0          ,2,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-
W20.5          ,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W20.6          ,5,-,-,1,-,-,-,-,-,2,1,-,-,1,-,-,-,-,-,-,-
W20.7          ,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W20.8          ,18,-,-,1,-,-,2,-,1,2,2,1,2,4,1,1,1,-,-,-,-
W20.9          ,20,-,1,-,-,1,1,1,1,4,3,3,-,4,-,-,1,-,-,-,-
W21.4          ,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
W22.0          ,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
W22.6          ,3,-,-,-,-,1,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-
W22.8          ,5,-,-,-,-,-,-,2,-,1,-,1,-,-,-,1,-,-,-,-,-
W22.9          ,13,-,-,1,1,-,-,-,5,4,-,-,-,1,-,-,-,-,1,-,-
W23.0          ,6,1,1,-,-,-,-,-,-,2,-,1,-,-,-,-,-,-,1,-,-
W23.4          ,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W23.6          ,4,-,-,-,-,-,1,-,-,-,1,1,1,-,-,-,-,-,-,-,-
W23.7          ,2,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-
W23.8          ,13,-,-,1,-,-,1,3,-,3,-,2,1,1,1,-,-,-,-,-,-
W23.9          ,18,-,-,-,-,1,-,1,-,3,1,1,4,2,1,3,1,-,-,-,-
W24.6          ,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
W24.9          ,4,1,-,-,-,-,1,-,-,-,-,-,1,-,1,-,-,-,-,-,-
W25.0          ,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W25.1          ,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
W25.8          ,2,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-
W25.9          ,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
W26.0          ,2,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-
W26.4          ,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W26.9          ,3,-,-,-,-,-,1,-,-,-,1,-,1,-,-,-,-,-,-,-,-
W27.0          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
W27.9          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
W29.0          ,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-
W29.8          ,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-
W29.9          ,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
W30.6          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
W30.7          ,9,1,-,-,-,-,1,-,2,-,1,3,-,1,-,-,-,-,-,-,-
W30.8          ,6,-,-,1,-,-,-,-,-,-,1,-,1,1,2,-,-,-,-,-,-
W30.9          ,8,-,-,-,-,-,-,-,-,-,-,-,3,3,-,2,-,-,-,-,-
W31.6          ,3,-,-,-,-,-,-,-,-,-,1,-,1,-,-,1,-,-,-,-,-
W31.8          ,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
W31.9          ,5,-,-,-,-,-,-,-,1,1,-,1,1,1,-,-,-,-,-,-,-
W32.0          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
W32.8          ,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
W32.9          ,2,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-
W33.0          ,2,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
W33.9          ,2,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-
W34.0          ,3,-,-,-,-,-,-,2,-,-,-,1,-,-,-,-,-,-,-,-,-
W34.8          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
W34.9          ,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
W35.0          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
W35.1          ,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W35.9          ,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W36.0          ,3,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,1,-,-,-,-
W36.9          ,12,-,-,-,-,-,-,-,-,-,-,-,3,2,1,6,-,-,-,-,-
W37.9          ,3,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-
W38.0          ,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
W38.8          ,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
W38.9          ,4,-,-,-,-,-,-,1,-,-,-,1,-,-,-,1,-,-,1,-,-
W40.0          ,3,-,-,-,1,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-
W40.8          ,3,-,-,-,-,-,-,-,-,1,-,-,-,1,1,-,-,-,-,-,-
W40.9          ,7,-,-,-,-,-,2,-,1,-,-,1,-,-,1,1,-,1,-,-,-
W49.0          ,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
W49.8          ,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
W50.0          ,7,-,-,-,1,-,-,-,1,-,-,-,1,1,2,-,-,-,-,1,-
W50.1          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
W50.8          ,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
W50.9          ,16,1,-,-,-,-,-,-,3,-,-,2,3,4,2,-,1,-,-,-,-
W54.8          ,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
W55.0          ,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
W55.1          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
W55.7          ,12,-,-,-,-,-,-,-,-,-,1,1,-,5,1,-,1,1,1,1,-
W55.9          ,3,-,-,-,-,-,-,-,1,-,-,-,-,-,2,-,-,-,-,-,-
W64.9          ,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
W65.0          ,9,-,-,-,-,-,-,-,1,2,1,-,3,2,-,-,-,-,-,-,-
W65.1          ,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
W65.9          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
W66.0          ,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
W67.3          ,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
W67.9          ,7,1,-,-,-,-,-,-,-,-,-,1,1,1,-,1,1,1,-,-,-
W68.0          ,2,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-
W68.3          ,2,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-
W68.8          ,2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-
W68.9          ,3,-,-,-,-,-,-,-,-,1,-,-,-,-,2,-,-,-,-,-,-
W69.0          ,8,-,-,-,1,-,-,1,-,-,1,1,1,1,1,1,-,-,-,-,-
W69.1          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
W69.8          ,219,-,1,1,12,10,10,10,16,15,14,24,30,30,22,13,2,5,3,1,-
W69.9          ,124,1,1,-,7,1,7,10,8,13,14,6,16,17,10,4,5,1,2,1,-
W70.6          ,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
W70.8          ,25,-,-,-,-,2,2,1,2,2,1,5,2,2,1,3,2,-,-,-,-
W70.9          ,63,-,-,1,1,4,3,7,5,7,5,4,5,14,4,1,-,-,2,-,-
W73.0          ,2,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
W73.1          ,2,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-
W73.7          ,2,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
W73.8          ,5,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,-,-,-
W73.9          ,18,-,-,-,-,1,-,1,1,2,3,2,1,3,2,-,-,2,-,-,-
W74.0          ,2,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-
W74.8          ,3,-,-,-,-,-,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-
W74.9          ,28,-,-,1,1,2,2,1,1,7,-,2,2,3,1,2,2,-,1,-,-
W75.0          ,15,-,-,-,-,-,-,1,-,1,1,1,3,1,1,1,3,1,1,-,-
